Name,Location,URL,datetime,lon,lat,genre,pay,about,pornpoints,pornpercent,pornlevel
Look for woman$$$,yakima,http://yakima.craigslist.org/tlg/5849225254.html,2016-10-27T12:39:54-0700,46.156,-119.264,talent,250-1000,In Washington for a few weeks making a adult movie. Must be clean a have id showing age. Looking for 18-50 . pays 250-1000    ,0,0.0,0
Smooth Texture Work Available,eastoregon,http://kpr.craigslist.org/lbg/5818402884.html,2016-10-07T21:40:39-0700,46.186605,-119.186897,labor,$20/hr,Need someone to do smooth texture at a residence in Panoramic Heights. Need to have own equipment and tools. Please email the experience you have in doing smooth wall. Also need a small amount of heavy knock down.    ,0,0.0,0
Smooth Texture Work Available,kpr,http://kpr.craigslist.org/lbg/5818402884.html,2016-10-07T21:40:39-0700,46.186605,-119.186897,labor,$20/hr,Need someone to do smooth texture at a residence in Panoramic Heights. Need to have own equipment and tools. Please email the experience you have in doing smooth wall. Also need a small amount of heavy knock down.    ,0,0.0,0
Smooth Texture Work Available,lewiston,http://kpr.craigslist.org/lbg/5818402884.html,2016-10-07T21:40:39-0700,46.186605,-119.186897,labor,$20/hr,Need someone to do smooth texture at a residence in Panoramic Heights. Need to have own equipment and tools. Please email the experience you have in doing smooth wall. Also need a small amount of heavy knock down.    ,0,0.0,0
Smooth Texture Work Available,moseslake,http://kpr.craigslist.org/lbg/5818402884.html,2016-10-07T21:40:39-0700,46.186605,-119.186897,labor,$20/hr,Need someone to do smooth texture at a residence in Panoramic Heights. Need to have own equipment and tools. Please email the experience you have in doing smooth wall. Also need a small amount of heavy knock down.    ,0,0.0,0
looking for up to 2 people for a job,kpr,http://kpr.craigslist.org/lbg/5787391791.html,2016-09-18T09:24:20-0700,46.18815,-119.143295,labor,hours are negotiable.,Doing some work this weekend Saturday and Sunday.  Must have transportation to and from job.  Hours are negotiable.   Outside labor work moving cleaning up debris.        ,0,0.0,0
Claws need clipping,kpr,http://kpr.craigslist.org/dmg/5846303293.html,2016-10-25T15:43:37-0700,46.189576,-119.050598,domestic,$15,We just rescued a 12 pound Doxie/Terrier mix - who has yet to get all vax with vet.  His nails need trimming badly- looking for someone trained.    ,0,0.0,0
Preschool/Kids Fitness Instructor,kpr,http://kpr.craigslist.org/dmg/5813929984.html,2016-10-05T06:50:33-0700,46.1966,-118.9017,domestic,Charge your rate,FLYAROO Fitness: preschool exercise certification to teach dance yoga basic skills dance imagination and so much more- all in one class! We are theme-based and every month you receive a new place to travel in the classroom (i.e. circus zoo winter Hawaii).       Fitness enthusiasts teachers college students parents babysitters etc.- check out our online instructor training workshops! FLYAROO Fitness classes can be taught anytime anywhere.       The Instructor Training empowers our greatest asset YOU to share your love of fitness make extra money and have fun! You can teach the program in any setting with preschoolers: gym park beach preschool after school camps - the opportunities are endless. We build the curriculum we design the classes we choreograph the playlists YOU teach the program! We provide AFAA & NASM online credits.      We have over 100 instructors certified in training and working all over the world. FLYAROO Fitness also has a marketing team to ensure that the program is well-received nationwide. Our instructors make $30+/ hour.       Fall 2016 Promo: $100 for both certification for 1 year & online training (value $125); promo code at checkout: WeLoveFlyaroo!      http://flyaroofitness.com/product/online-instructor-training-academy/   ,0,0.0,0
ONAN Generator Mechanic Needed,kpr,http://kpr.craigslist.org/lbg/5830384290.html,2016-10-15T13:57:34-0700,46.1966,-118.9017,labor,compensation will be discussed,Looking for someone qualified to work on my ONAN Generators.  One won't start the other needs to be diagnosed.  Need to know wiring diagrams.         Thank you    ,0,0.0,0
Car/Truck Needed,lewiston,http://lewiston.craigslist.org/lbg/5805417008.html,2016-09-29T14:19:50-0700,46.199795,-116.886463,labor,$540 weekly,Going about your daily route make extra cash with immediate openings. Earn $540 weekly by advertising with your car truck van bike etc for Energy Drinks!   To advertise and work with us... please call or text     show contact info   for more information.    ,0,0.0,0
MAKE EXTRA MONEY ONLINE WEEKLY!!!,lewiston,http://lewiston.craigslist.org/lbg/5851211119.html,2016-10-28T17:26:47-0700,46.206891,-116.896288,labor,Ask,Online workers needed! We are in need of many online workers!      Things required: A computer or smartphone.      You can reach FRED PETRONE at     show contact info   for more info.- Text Only    ,0,0.0,0
CLEANER & MOVING TRASH CASH $250,lewiston,http://lewiston.craigslist.org/lbg/5839976214.html,2016-10-21T14:27:24-0700,46.206891,-116.896288,labor,$250,I need a garden cleared of weeds. It's not a large garden but the thick weeds/grass in the garden beds need to be pulled. No trees or huge bushes just grass and weeds.      The total square feet of the garden beds to be cleared is less than 100 sq. feet and will probably take an 3 hour.      Please only contact in the bellow email otherwise I couldn't contact with you.So  you must be Email me in here otherwise you will not get any response from me   show contact info      Â  ,0,0.0,0
CUT GRASS AND YARD CLEAN UP CASH $160,lewiston,http://lewiston.craigslist.org/lbg/5839974475.html,2016-10-21T14:26:21-0700,46.206891,-116.896288,labor,$160,Need someone ASAP to help with cutting grass and cleanup. You will probably take a 4 hour. I will pay well for a job well done.      Please only contact in the bellow email otherwise I couldn't contact with you.So  you must be Email me in here otherwise you will not get any response from me   show contact info      Â  ,0,0.0,0
NEED POST HOUSE CLEANER AND MOVER***$280 CASH,lewiston,http://lewiston.craigslist.org/lbg/5839977883.html,2016-10-21T14:28:23-0700,46.206891,-116.896288,labor,$150 cash,My family are shifted in new house for that i need a good mover and cleaners.   For moving i need carrying guys who can do it carefully and properly.   Tomorrow i will shift in my new house & I will give you good payment.    Please only contact in the bellow email otherwise I couldn't contact with you.So  you must be Email me in here otherwise you will not get any response from me   show contact info      Â  ,0,0.0,0
Liquor store evaluations needed near you!,lewiston,http://lewiston.craigslist.org/wrg/5788868623.html,2016-09-19T09:16:59-0700,46.206891,-116.896288,writing,19,Customer Prophet seeks mystery shoppers to conduct a liquor store evaluations in multiple locations across Idaho. Evaluators get paid to share feedback about their experiences when evaluating local businesses.      Payment: $19   Requirement: Make 1 small liquor purchase (can be $1.50 nip!) Purchase must be made with a credit card the client is checking if locations are accepting credit or charging any additonal fees.      Locations:    Arco   Bellevue   Bruneau   Cambridge   Carey   Challis   Coolin   Elk City   Fairfield   Fish Haven   Grand View   Irwin   Leadore   Mackay   Montpelier   North Fork   Pine   Prarie   Priest Lake   Stanley   Sun Valley   Yellow Pine      We are looking to have this done asap!   To sign up please log onto isecretshop.com/agent OR reply to this ad with your information.      Thank you!   Andy    ,0,0.0,0
Campus Ambassador Recruiter,lewiston,http://lewiston.craigslist.org/evg/5819718456.html,2016-10-08T18:17:02-0700,46.206891,-116.896288,event,$50 per recruit,Looking for College Students willing to recruit for the Oregon United States Pageant System. For each recruit that pays their entry fees in full will receive $50 per person. For more information contact   Robyn Baird at 2zero8-86three-22three6      Check us out at www.rdscrownproductions.com    ,0,0.0,0
SECRET SHOPPERS POSITION ( PART TIME)!!!,lewiston,http://lewiston.craigslist.org/lbg/5816766897.html,2016-10-06T20:25:47-0700,46.206891,-116.896288,labor,300,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT /FT. Candidate must be at least 18yrs. Text    show contact info    for more details. Thanks fred petrone. Compensation : Negotiable/Mode of pa    ,0,0.0,0
SECRETE SHOPPERS POSITION (PART TIME)!!!,lewiston,http://lewiston.craigslist.org/lbg/5816735398.html,2016-10-06T19:46:53-0700,46.206891,-116.896288,labor,TBD,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT/FT. Candidate must be at least 18yrs. Text    show contact info    for more details. Thanks fred petrone. Compensation : Negotiable/Mode of payment that is acceptable to you.    ,0,0.0,0
Class A CDL Student Drivers NEEDED!!,lewiston,http://lewiston.craigslist.org/lbg/5788296167.html,2016-09-18T21:38:18-0700,46.206891,-116.896288,labor,TBD (Depending On Experience),In search of any driving opportunity? Trying to OBTAIN your CDL?      This is the ad for you!      I can offer...   Â· OTR (Multiple Positions Available!!)    Â· Regional   Â· Local (depending on amount of OTR experience)   Â· Dedicated Lanes.      Types of Freight...   Â· Dry Van   Â· Reefer   Â· Flatbed   Â· Tanker         Now Hiring :      Â· New drivers interested in obtaining their CDL (STUDENTS VERY PREFERABLE!)      Â· Drivers with a CDL who don't have recent experience to take a refresher course or get additional training (Trainee/Refresher Courses Available!)      Â· Trainers      Â· Owner Operators      Â· Lease Purchase      Â· To be considered an experienced driver you need 6 months verifiable experience within the past 12 months      Â· Local experience will count as long as it was in a tractor trailer longer than 40 feet.         NOTE : Experience with a 26001 pound trailer will count.       Age Requirements:   Â· At least 21 years of age         **NOTE: Applicants under the age of 23 cannot have more than one (1) moving violation within the past twelve (12) months and no more than two (2) moving violations in the past 3 years      Please note:   Violations Accidents Incidents Tickets Felonies DUI/OWI's Misdemeanors and terminations will all be considered on an individual basis based on Carrier Requirements.      ALSO depending on placement within carrier sign on bonuses and other incentives may be available!!      Interested? Reply with a good contact number and your name to the email above and I will be in touch within 24-48 hours!      DO NOT REPLY if you are NOT READY to proceed in an excellent position or if you are NOT serious about advancing your career. TIME IS MONEY and I don't waste either one.      On that note get ready to find an opportunity that fits EXACTLY your needs and things you require!   ,0,0.0,0
